"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L322","PersistencePackage","org.broadleafcommerce.openadmin.dto.PersistencePackage","L7711","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\dto\PersistencePackage.java","24","1","159","2","0.191874","1","9","1","0.0735294","0.0747664","10","8","2","1","1","40","2","32","78","4","27","0","0.00925926","1","0","0","24","0.00925926","1","0","0","0","0","0","107","136","10","8","10","8","23","0","23","9","23","50","0","23","9","107","136","10","8","10","8","23","0","23","9","23","50","0","23","9","0","0","65","3","18","0","0","16","0","8","0","1","0","1","0","0","0","2","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","2"
"L359","PersistencePerspective","org.broadleafcommerce.openadmin.dto.PersistencePerspective","L7711","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\dto\PersistencePerspective.java","33","1","289","2","0","0","0","0","0","0","0","0","1","2","2","61","4","31","43","5","31","0.259259","0.248869","55","55","7","20","0.245536","55","0","0","0","0","0","166","254","11","10","11","10","26","0","26","10","26","92","0","26","10","169","257","11","10","11","10","27","0","27","10","27","93","0","27","10","0","0","59","8","31","0","0","24","0","0","0","0","0","2","0","0","0","7","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","9","0","0","0","0","0","1"
"L9650","PolymorphicEntity","org.broadleafcommerce.openadmin.dto.PolymorphicEntity","L7711","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\dto\PolymorphicEntity.java","26","1","49","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0.2","0.227273","5","5","1","4","0.227273","5","0","0","0","0","0","17","24","3","2","3","2","4","0","4","2","4","4","0","4","2","17","24","3","2","3","2","4","0","4","2","4","4","0","4","2","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L789","Property","org.broadleafcommerce.openadmin.dto.Property","L7711","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\dto\Property.java","27","1","140","2","0","0","0","0","0","0","0","0","2","2","2","38","3","60","130","1","20","0.05","0.0515464","5","5","1","19","0.0515464","5","0","0","0","0","0","92","114","9","7","9","7","19","0","19","8","19","40","0","19","8","92","114","9","7","9","7","19","0","19","8","19","40","0","19","8","0","0","48","0","18","0","0","14","0","0","0","1","0","1","0","0","0","2","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","0","1"
"L9700","SandBoxInfo","org.broadleafcommerce.openadmin.dto.SandBoxInfo","L7711","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\dto\SandBoxInfo.java","21","1","61","2","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","0","8","0","0","0","0","0","9","0","0","0","0","0","0","0","31","41","5","3","5","3","8","0","8","4","8","8","0","8","4","31","41","5","3","5","3","8","0","8","4","8","8","0","8","4","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9723","Section","org.broadleafcommerce.openadmin.dto.Section","L7711","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\dto\Section.java","27","1","93","2","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","13","0.0714286","0.0714286","4","4","1","13","0.0714286","4","0","0","0","0","0","52","67","6","6","6","6","13","0","13","6","13","18","0","13","6","52","67","6","6","6","6","13","0","13","6","13","18","0","13","6","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L9762","SimpleValueMapStructure","org.broadleafcommerce.openadmin.dto.SimpleValueMapStructure","L7711","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\dto\SimpleValueMapStructure.java","26","1","108","2","0","0","0","0","0","0","0","0","2","1","1","19","3","4","6","16","26","0.181818","0.166667","12","12","2","9","0.166667","12","2","2","0","0","1","60","83","13","11","3","2","10","0","10","2","34","35","0","34","11","60","83","13","11","3","2","10","0","10","2","34","35","0","34","11","0","0","24","0","11","0","0","10","0","0","0","1","0","0","0","1","0","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"L7695","AdminSandBoxContext","org.broadleafcommerce.openadmin.security.AdminSandBoxContext","L9853","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\security\AdminSandBoxContext.java","26","1","97","2","0","0","0","0","0","0","0","0","1","0","0","13","3","2","2","4","17","0.0714286","0.0508475","3","3","1","13","0.0508475","3","1","1","0","0","1","56","72","9","6","6","3","13","0","13","6","20","22","0","20","9","56","72","9","6","6","3","13","0","13","6","20","22","0","20","9","0","1","32","2","4","0","0","0","2","0","0","0","0","0","0","1","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","2","0","0","1","0","0","0"
"L9916","AdminSandBoxFilter","org.broadleafcommerce.openadmin.security.AdminSandBoxFilter","L9853","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\security\AdminSandBoxFilter.java","39","1","75","2","0","0","0","0","0","0","0","0","1","1","1","2","7","0","0","7","8","1","0.111111","4","3","1","0","0.111111","4","0","0","0","0","0","32","37","4","0","4","0","1","0","0","0","1","16","0","0","0","32","37","4","0","4","0","1","0","0","0","1","16","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"L9934","BroadleafAdminAuthenticationFailureHandler","org.broadleafcommerce.openadmin.security.BroadleafAdminAuthenticationFailureHandler","L9853","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\security\BroadleafAdminAuthenticationFailureHandler.java","31","1","76","2","0","0","0","0","0","0","0","0","1","3","3","10","1","1","1","1","4","0","0.0263158","1","0","0","4","0.0263158","1","0","0","0","0","0","37","46","1","0","1","0","3","0","3","0","3","20","0","3","0","37","46","1","0","1","0","3","0","3","0","3","20","0","3","0","0","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"L9946","BroadleafAdminAuthenticationSuccessHandler","org.broadleafcommerce.openadmin.security.BroadleafAdminAuthenticationSuccessHandler","L9853","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\security\BroadleafAdminAuthenticationSuccessHandler.java","35","1","81","2","0","0","0","0","0","0","0","0","1","2","2","8","0","0","0","0","1","0.5","0.121951","5","3","1","1","0.121951","5","0","0","0","0","0","36","47","2","0","2","0","1","0","1","0","1","22","0","1","0","36","47","2","0","2","0","1","0","1","0","1","22","0","1","0","0","0","5","1","4","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9958","BroadleafAdminLogoutSuccessHandler","org.broadleafcommerce.openadmin.security.BroadleafAdminLogoutSuccessHandler","L9853","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\security\BroadleafAdminLogoutSuccessHandler.java","36","1","54","2","0","0","0","0","0","0","0","0","1","1","1","3","0","0","0","0","1","0.5","0.333333","7","7","1","1","0.333333","7","0","0","0","0","0","14","19","0","0","0","0","1","0","1","0","1","8","0","1","0","14","19","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L9969","SecurityConfig","org.broadleafcommerce.openadmin.security.SecurityConfig","L9853","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\security\SecurityConfig.java","29","1","69","2","0","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","8","0.111111","0.138889","5","5","1","8","0.138889","5","0","0","0","0","0","31","41","4","4","4","4","8","0","8","4","8","8","0","8","4","31","41","4","4","4","4","8","0","8","4","8","8","0","8","4","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9997","SecurityUserRoles","org.broadleafcommerce.openadmin.security.SecurityUserRoles","L9853","L103","admin\broadleaf-open-admin-platform\src\main\java\org\broadleafcommerce\openadmin\security\SecurityUserRoles.java","24","1","31","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.454545","5","5","1","0","0.454545","5","0","0","0","0","0","6","8","4","0","4","0","0","4","0","0","0","0","4","0","0","6","8","4","0","4","0","0","4","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L22058","PropertyValidatorTest","org.broadleafcommerce.openadmin.test.PropertyValidatorTest","L22050","L103","admin\broadleaf-open-admin-platform\src\test\java\org\broadleafcommerce\openadmin\test\PropertyValidatorTest.java","30","1","64","2","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","4","5","0.5","0.294118","10","5","1","1","0.294118","10","0","0","0","0","0","24","35","0","0","0","0","1","0","1","0","1","20","0","1","0","24","35","0","0","0","0","1","0","1","0","1","20","0","1","0","0","0","3","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22088","Auditable","org.broadleafcommerce.common.audit.Auditable","L22084","L103","common\src\main\java\org\broadleafcommerce\common\audit\Auditable.java","30","1","120","2","0","0","0","0","0","0","0","0","0","0","0","8","0","9","3","0","8","0","0","0","0","0","9","0","0","0","0","0","0","0","54","69","5","4","5","4","8","0","8","4","8","8","0","8","4","72","91","9","4","9","4","8","4","8","4","8","8","4","8","4","0","0","65","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","25","0","1","0","0","0","1"
"L22131","AuditableListener","org.broadleafcommerce.common.audit.AuditableListener","L22084","L103","common\src\main\java\org\broadleafcommerce\common\audit\AuditableListener.java","30","1","116","2","0.6","2","11","3","0.551724","0.589744","48","46","0","4","4","18","3","0","0","3","8","0","0.025","2","0","0","3","0.025","2","0","0","0","0","0","78","87","1","1","1","1","5","1","2","4","5","49","1","2","4","78","87","1","1","1","1","5","1","2","4","5","49","1","2","4","0","0","44","4","2","0","0","0","0","25","0","0","0","2","0","0","0","1","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","4","1","0","2","0","0","0"
"L22649","HydratedSetup","org.broadleafcommerce.common.cache.HydratedSetup","L22157","L103","common\src\main\java\org\broadleafcommerce\common\cache\HydratedSetup.java","47","1","133","2","0","0","0","0","0","0","0","0","3","5","5","22","6","1","2","9","15","0.166667","0.0722892","6","5","1","5","0.0722892","6","0","0","0","0","0","77","87","2","2","2","2","6","0","5","0","6","45","0","5","0","77","87","2","2","2","2","6","0","5","0","6","45","0","5","0","0","0","18","5","6","0","0","0","0","0","0","1","0","2","0","0","0","5","15","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0"
"L6848","RuntimeEnvironmentPropertiesConfigurer","org.broadleafcommerce.common.config.RuntimeEnvironmentPropertiesConfigurer","L22762","L103","common\src\main\java\org\broadleafcommerce\common\config\RuntimeEnvironmentPropertiesConfigurer.java","77","1","375","2","0.175758","2","14","4","0.140468","0.180995","42","40","2","5","5","53","4","2","2","4","22","0.454545","0.239544","63","52","5","6","0.221831","63","0","0","0","0","0","200","271","14","2","14","2","18","0","10","5","18","102","0","10","5","221","299","17","2","17","2","22","0","13","5","22","108","0","13","5","0","4","75","3","17","0","0","0","0","23","0","1","0","3","0","0","0","17","45","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","3","0","2","1","0","0","1"
"L23135","RuntimeEnvironmentPropertiesManager","org.broadleafcommerce.common.config.RuntimeEnvironmentPropertiesManager","L22762","L103","common\src\main\java\org\broadleafcommerce\common\config\RuntimeEnvironmentPropertiesManager.java","26","1","80","2","0","0","0","0","0","0","0","0","0","1","1","12","0","2","7","0","5","0","0","0","0","0","6","0","0","0","0","0","0","0","44","55","3","3","3","3","5","0","5","2","5","22","0","5","2","44","55","3","3","3","3","5","0","5","2","5","22","0","5","2","0","0","13","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23053","SystemPropertyRuntimeEnvironmentKeyResolver","org.broadleafcommerce.common.config.SystemPropertyRuntimeEnvironmentKeyResolver","L22762","L103","common\src\main\java\org\broadleafcommerce\common\config\SystemPropertyRuntimeEnvironmentKeyResolver.java","24","1","39","2","0","0","0","0","0","0","0","0","1","0","0","3","1","1","1","0","3","0.25","0.352941","6","5","1","3","0.352941","6","1","1","0","0","1","11","16","1","0","1","0","3","0","3","1","3","2","0","3","1","11","16","1","0","1","0","3","0","3","1","3","2","0","3","1","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23273","RuntimeEnvironmentPropertiesManagerTest","org.broadleafcommerce.common.config.RuntimeEnvironmentPropertiesManagerTest","L22762","L103","integration\src\test\java\org\broadleafcommerce\common\config\RuntimeEnvironmentPropertiesManagerTest.java","25","1","67","2","0","0","0","0","0","0","0","0","1","1","1","8","2","0","0","3","8","0","0","0","0","0","6","0","0","1","1","0","0","1","37","43","4","2","1","0","5","0","5","0","7","15","0","6","0","37","43","4","2","1","0","5","0","5","0","7","15","0","6","0","0","0","13","5","1","0","0","0","0","0","0","0","0","0","1","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0"
"L23481","BroadleafCurrencyProvider","org.broadleafcommerce.common.currency.BroadleafCurrencyProvider","L23289","L103","integration\src\test\java\org\broadleafcommerce\common\currency\BroadleafCurrencyProvider.java","24","1","43","2","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","18","20","0","0","0","0","2","0","2","0","2","10","0","2","0","18","20","0","0","0","0","2","0","2","0","2","10","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23493","Broadleaf2CompatibilityMySQL5InnoDBDialect","org.broadleafcommerce.common.dialect.Broadleaf2CompatibilityMySQL5InnoDBDialect","L23490","L103","common\src\main\java\org\broadleafcommerce\common\dialect\Broadleaf2CompatibilityMySQL5InnoDBDialect.java","28","1","36","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.5","0.5","7","7","1","1","0.5","7","0","0","0","0","0","7","9","0","0","0","0","1","0","1","0","1","2","0","1","0","7","9","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24328","PassthroughEncryptionModule","org.broadleafcommerce.common.encryption.PassthroughEncryptionModule","L24319","L103","common\src\main\java\org\broadleafcommerce\common\encryption\PassthroughEncryptionModule.java","35","1","54","2","0","0","0","0","0","0","0","0","2","1","1","4","2","0","0","1","4","0.25","0.423077","11","11","1","3","0.423077","11","1","1","0","0","1","15","20","2","0","2","0","3","0","3","0","3","4","0","3","0","15","20","2","0","2","0","3","0","3","0","3","4","0","3","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24519","BroadleafException","org.broadleafcommerce.common.exception.BroadleafException","L24510","L103","common\src\main\java\org\broadleafcommerce\common\exception\BroadleafException.java","24","1","74","2","0","0","0","0","0","0","0","0","1","1","1","12","1","4","13","0","7","0.142857","0.108696","5","5","1","6","0.108696","5","1","1","3","6","1","41","51","1","2","1","2","7","0","6","0","7","18","0","6","0","41","51","1","2","1","2","7","0","6","0","7","18","0","6","0","0","0","17","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
